Symbol	Name	LastSale	MarketCap	ADR TSO	Sector	Industry
VERU	Veru Inc.	2.28	143161674.2	n/a	Health Care	Major Pharmaceuticals
VIA	Viacom Inc.	35.32	14236610130	n/a	Consumer Services	Television Services
VIAB	Viacom Inc.	30.97	12483233741	n/a	Consumer Services	Television Services
VSAT	"ViaSat, Inc."	83.71	5129500935	n/a	Technology	Radio And Television Broadcasting And Communications Equipment
VIAV	Viavi Solutions Inc.	14.73	3368541392	n/a	Technology	Semiconductors
VICL	Vical Incorporated	0.67	15303656.26	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
VICR	Vicor Corporation	30.53	1229221483	n/a	Capital Goods	Industrial Machinery/Components
VCTR	"Victory Capital Holdings, Inc."	18.84	1273288664	n/a	Finance	Investment Managers
CIZ	VictoryShares Developed Enhanced Volatility Wtd ETF	31.745	109508758.3	n/a	n/a	n/a
VSDA	VictoryShares Dividend Accelerator ETF	34.1418	124616238.5	n/a	n/a	n/a
CEY	VictoryShares Emerging Market High Div Volatility Wtd ETF	24.1399	43447571.38	n/a	n/a	n/a
CEZ	VictoryShares Emerging Market Volatility Wtd ETF	25.81	46457096.65	n/a	n/a	n/a
CID	VictoryShares International High Div Volatility Wtd ETF	32.155	90023292.39	n/a	n/a	n/a
CIL	VictoryShares International Volatility Wtd ETF	37.88	81451280.6	n/a	n/a	n/a
CFO	VictoryShares US 500 Enhanced Volatility Wtd ETF	50.14	819837786.2	n/a	n/a	n/a
CFA	VictoryShares US 500 Volatility Wtd ETF	53.83	785852919.5	n/a	n/a	n/a
CSF	VictoryShares US Discovery Enhanced Volatility Wtd ETF	38.2097	85978091.39	n/a	n/a	n/a
CDC	VictoryShares US EQ Income Enhanced Volatility Wtd ETF	46.37	695586122.2	n/a	n/a	n/a
CDL	VictoryShares US Large Cap High Div Volatility Wtd ETF	47.99	343094571.1	n/a	n/a	n/a
VSMV	VictoryShares US Multi-Factor Minimum Volatility ETF	31.7217	147511583.2	n/a	n/a	n/a
CSB	VictoryShares US Small Cap High Div Volatility Wtd ETF	44.6729	91580115.09	n/a	n/a	n/a
CSA	VictoryShares US Small Cap Volatility Wtd ETF	46.37	30140546.37	n/a	n/a	n/a
VRAY	"ViewRay, Inc."	9.41	912325170.5	n/a	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
VKTX	"Viking Therapeutics, Inc."	7.81	562692201.2	n/a	Health Care	Major Pharmaceuticals
VKTXW	"Viking Therapeutics, Inc."	6.2046	0	n/a	Health Care	Major Pharmaceuticals
VBFC	Village Bank and Trust Financial Corp.	34.5	49614243	n/a	Finance	Major Banks
VFF	"Village Farms International, Inc."	11.37	559224388.1	n/a	Consumer Non-Durables	Farming/Seeds/Milling
VLGEA	"Village Super Market, Inc."	24.96	359453028.5	n/a	Consumer Services	Food Chains
VIOT	"Viomi Technology Co., Ltd"	9.1	106470000	11700000	Consumer Durables	Consumer Electronics/Appliances
VNOM	Viper Energy Partners LP	29.55	3990634624	n/a	Energy	Oil & Gas Production
VIRC	Virco Manufacturing Corporation	4.23	65742473.88	n/a	Consumer Durables	Industrial Specialties
VTSI	"VirTra, Inc."	2.71	20959831.05	n/a	Consumer Services	Services-Misc. Amusement & Recreation
VIRT	"Virtu Financial, Inc."	21.43	4272785983	n/a	Finance	Investment Bankers/Brokers/Service
VRTS	"Virtus Investment Partners, Inc."	113.1	790261481.1	n/a	Finance	Investment Managers
VRTSP	"Virtus Investment Partners, Inc."	96.548	111030200	n/a	Finance	Investment Managers
BBC	Virtus LifeSci Biotech Clinical Trials ETF	28.0643	28064412.26	n/a	n/a	n/a
BBP	Virtus LifeSci Biotech Products ETF	39.0285	39028656.11	n/a	n/a	n/a
VRTU	Virtusa Corporation	46.09	1389660005	n/a	Technology	EDP Services
VISL	"Vislink Technologies, Inc."	1.01	2272883.8	n/a	Capital Goods	Telecommunications Equipment
VTGN	"VistaGen Therapeutics, Inc."	0.51	21737712.15	n/a	Health Care	Major Pharmaceuticals
VC	Visteon Corporation	66.81	1888931757	n/a	Capital Goods	Auto Parts:O.E.M.
VIVE	"Viveve Medical, Inc."	0.1511	7024489.411	n/a	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
VVPR	VivoPower International PLC	1.2	16204051.2	n/a	Public Utilities	Power Generation
VVUS	"VIVUS, Inc."	3.38	35953614.32	n/a	Health Care	Major Pharmaceuticals
VOD	Vodafone Group Plc	18.25	8145405207	446323573	Public Utilities	Telecommunications Equipment
VOXX	VOXX International Corporation	4.75	114945506.5	n/a	Technology	Electronic Components
VYGR	"Voyager Therapeutics, Inc."	23.01	847513455	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
VSEC	VSE Corporation	26.33	288843338.6	n/a	Consumer Services	Military/Government/Technical
VTVT	vTv Therapeutics Inc.	1.38	74703711.12	n/a	Health Care	Major Pharmaceuticals
VUZI	Vuzix Corporation	1.98	65505567.6	n/a	Technology	Radio And Television Broadcasting And Communications Equipment
WAFU	Wah Fu Education Group Limited	2.98	15496000	n/a	Consumer Services	Other Consumer Services
HLAL	Wahed FTSE USA Shariah ETF	25.0821	0	n/a	n/a	n/a
WTRH	Waitr Holdings Inc.	5.02	384910412.6	n/a	Miscellaneous	Business Services
WBA	"Walgreens Boots Alliance, Inc."	55.05	49718047638	n/a	Health Care	Medical/Nursing Services
WSG	Wanda Sports Group Company Limited	5.16	0	n/a	n/a	n/a
WAFD	"Washington Federal, Inc."	36.51	2898847012	n/a	Finance	Major Banks
WASH	"Washington Trust Bancorp, Inc."	49.69	860864293.3	n/a	Finance	Major Banks
WSBF	"Waterstone Financial, Inc."	17.05	477093696.8	n/a	Finance	Savings Institutions
WTRE	Watford Holdings Ltd.	23.06	523067097.5	n/a	n/a	n/a
WTREP	Watford Holdings Ltd.	n/a	0	n/a	Finance	Property-Casualty Insurers
WVE	WAVE Life Sciences Ltd.	21.16	725038957.2	n/a	Health Care	Major Pharmaceuticals
WSTG	"Wayside Technology Group, Inc."	11.36	51250435.52	n/a	Technology	Retail: Computer Software & Peripheral Equipment
WDFC	WD-40 Company	181.16	2487095459	n/a	Basic Industries	Major Chemicals
HHHH	Wealthbridge Acquisition Limited	10.06	75022450	n/a	Finance	Business Services
HHHHR	Wealthbridge Acquisition Limited	0.21	0	n/a	Finance	Business Services
HHHHU	Wealthbridge Acquisition Limited	10.29	0	n/a	Finance	Business Services
HHHHW	Wealthbridge Acquisition Limited	0.1298	0	n/a	Finance	Business Services
WB	Weibo Corporation	40.07	2988714273	74587329	Technology	"Computer Software: Programming, Data Processing"
WW	Weight Watchers International Inc	22.08	1479324451	n/a	Consumer Services	Other Consumer Services
WEBK	"Wellesley Bancorp, Inc."	31.94	81464183.72	n/a	Finance	Banks
WEN	Wendy&#39;s Company (The)	18.95	4372220899	n/a	Consumer Services	Restaurants
WERN	"Werner Enterprises, Inc."	33.2	2320284986	n/a	Transportation	Trucking Freight/Courier Services
WSBC	"WesBanco, Inc."	36.79	2012309951	n/a	Finance	Major Banks
WTBA	West Bancorporation	21.87	357744036.2	n/a	Finance	Major Banks
WABC	Westamerica Bancorporation	64.12	1726746150	n/a	Finance	Major Banks
WSTL	"Westell Technologies, Inc."	1.78	27654090.68	n/a	Public Utilities	Telecommunications Equipment
WINC	Western Asset Short Duration Income ETF	26.009	0	n/a	n/a	n/a
WBND	Western Asset Total Return ETF	26.88	32256000	n/a	n/a	n/a
WDC	Western Digital Corporation	56.5	16554370276	n/a	Technology	Electronic Components
WNEB	"Western New England Bancorp, Inc."	9.4	251012599.2	n/a	Finance	Savings Institutions
WPRT	Westport Fuel Systems Inc	2.88	384136989.1	n/a	Energy	Industrial Machinery/Components
WWR	"Westwater Resources, Inc."	3.9	6233050.2	n/a	Basic Industries	Precious Metals
WEYS	"Weyco Group, Inc."	26.75	267458591	n/a	Consumer Non-Durables	Apparel
WHLR	"Wheeler Real Estate Investment Trust, Inc."	1.62	15703099.02	n/a	Consumer Services	Real Estate Investment Trusts
WHLRD	"Wheeler Real Estate Investment Trust, Inc."	16	57610176	n/a	Consumer Services	Real Estate Investment Trusts
WHLRP	"Wheeler Real Estate Investment Trust, Inc."	14.6389	10540008	n/a	Consumer Services	Real Estate Investment Trusts
WHF	"WhiteHorse Finance, Inc."	13.95	286617146.4	n/a	n/a	n/a
WHFBZ	"WhiteHorse Finance, Inc."	26.15	0	n/a	n/a	n/a
WHLM	"Wilhelmina International, Inc."	5.75	29808419.75	n/a	Consumer Services	Professional Services
WVVI	"Willamette Valley Vineyards, Inc."	6.85	34007023.65	n/a	Consumer Non-Durables	Beverages (Production/Distribution)
WVVIP	"Willamette Valley Vineyards, Inc."	4.7	21915009.6	n/a	Consumer Non-Durables	Beverages (Production/Distribution)
WLDN	"Willdan Group, Inc."	35.18	391445502.9	n/a	Consumer Services	Military/Government/Technical
WLFC	Willis Lease Finance Corporation	63.6	373664691.6	n/a	Consumer Durables	Industrial Specialties
WLTW	Willis Towers Watson Public Limited Company	199.18	25741261934	n/a	Finance	Specialty Insurers
WSC	WillScot Corporation	15.58	1818460644	n/a	n/a	n/a
WING	Wingstop Inc.	96.97	2850847794	n/a	Consumer Services	Restaurants
WINA	Winmark Corporation	170.8	645852701.2	n/a	Consumer Services	Other Specialty Stores
WINS	Wins Finance Holdings Inc.	14.3301	284275393.6	n/a	Finance	Finance: Consumer Services
WTFC	Wintrust Financial Corporation	71.74	4065351272	n/a	Finance	Major Banks
WTFCM	Wintrust Financial Corporation	28.6	143000000	n/a	Finance	Major Banks
AGND	WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund	41.95	25170000	n/a	n/a	n/a
CXSE	WisdomTree China ex-State-Owned Enterprises Fund	75.25	144856250	n/a	n/a	n/a
EMCG	WisdomTree Emerging Markets Consumer Growth Fund	22.48	37092000	n/a	n/a	n/a
EMCB	WisdomTree Emerging Markets Corporate Bond Fund	73.31	36655000	n/a	n/a	n/a
DGRE	WisdomTree Emerging Markets Quality Dividend Growth Fund	24.5288	68680640	n/a	n/a	n/a
DXGE	WisdomTree Germany Hedged Equity Fund	29.5787	47325920	n/a	n/a	n/a
HYZD	WisdomTree Interest Rate Hedged High Yield Bond Fund	23.305	249363500	n/a	n/a	n/a
AGZD	WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund	47.8023	81263910	n/a	n/a	n/a
WETF	"WisdomTree Investments, Inc."	6.32	979936875	n/a	Finance	Investment Bankers/Brokers/Service
DXJS	WisdomTree Japan Hedged SmallCap Equity Fund	38.32	65144000	n/a	n/a	n/a
GULF	WisdomTree Middle East Dividend Fund	21.03	25236000	n/a	n/a	n/a
HYND	WisdomTree Negative Duration High Yield Bond Fund	19.29	34722000	n/a	n/a	n/a
DGRW	WisdomTree U.S. Quality Dividend Growth Fund	45.2	2811440000	n/a	n/a	n/a
DGRS	WisdomTree U.S. SmallCap Quality Dividend Growth Fund	35.9821	120540035	n/a	n/a	n/a
WIX	Wix.com Ltd.	149.14	7436513682	n/a	Technology	"Computer Software: Programming, Data Processing"
WWD	"Woodward, Inc."	115.78	7191855085	n/a	Energy	Industrial Machinery/Components
WDAY	"Workday, Inc."	215.89	48791140000	n/a	Technology	EDP Services
WKHS	"Workhorse Group, Inc."	4.01	262472232.2	n/a	Capital Goods	Auto Manufacturing
WRLD	World Acceptance Corporation	124.25	1141934162	n/a	Finance	Finance: Consumer Services
WRTC	"Wrap Technologies, Inc."	4.37	129456880	n/a	Capital Goods	Ordnance And Accessories
WMGI	Wright Medical Group N.V.	27.84	3511238624	n/a	Health Care	Industrial Specialties
WSFS	WSFS Financial Corporation	41.88	2236685788	n/a	Finance	Major Banks
WVFC	WVS Financial Corp.	17.5138	34043254.38	n/a	Finance	Banks
WYNN	"Wynn Resorts, Limited"	139.43	15011275990	n/a	Consumer Services	Hotels/Resorts
XFOR	"X4 Pharmaceuticals, Inc."	12.01	149173543.8	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
XBIT	XBiotech Inc.	7.06	289189319.6	n/a	Health Care	Major Pharmaceuticals
XELB	"Xcel Brands, Inc"	2.13	40291919.22	n/a	Miscellaneous	Multi-Sector Companies
XEL	Xcel Energy Inc.	60.51	31142874787	n/a	Public Utilities	Power Generation
XNCR	"Xencor, Inc."	44.46	2505467140	n/a	Health Care	Major Pharmaceuticals
XBIO	"Xenetic Biosciences, Inc."	2.78	9185726.04	n/a	Health Care	Major Pharmaceuticals
XBIOW	"Xenetic Biosciences, Inc."	2.26	0	n/a	n/a	n/a
XENE	Xenon Pharmaceuticals Inc.	9.6	247420790.4	n/a	Health Care	Major Pharmaceuticals
XERS	"Xeris Pharmaceuticals, Inc."	11.99	323013345.7	n/a	Health Care	Major Pharmaceuticals
XLNX	"Xilinx, Inc."	120.77	30314768997	n/a	Technology	Semiconductors
XOMA	XOMA Corporation	18.98	165587593.6	n/a	Health Care	Major Pharmaceuticals
XPEL	"XPEL, Inc."	6.57	181470607.3	n/a	Capital Goods	Industrial Specialties
XPER	Xperi Corporation	22.07	1087700771	n/a	Technology	Semiconductors
XSPA	"XpresSpa Group, Inc. "	1.28	2504591.36	n/a	Consumer Services	Other Consumer Services
XTLB	XTL Biopharmaceuticals Ltd.	1.95	5268802.5	2701950	Health Care	Major Pharmaceuticals
XNET	Xunlei Limited	2.39	92989214.19	38907621	Technology	Computer Software: Prepackaged Software
YNDX	Yandex N.V.	37.04	12097946721	n/a	Technology	"Computer Software: Programming, Data Processing"
YRIV	Yangtze River Port and Logistics Limited 	0.4546	80709764.92	n/a	Finance	Real Estate
YTRA	"Yatra Online, Inc."	4.49	204819557.7	n/a	Consumer Services	Transportation Services
YTEN	"Yield10 Bioscience, Inc."	0.85	10620521.35	n/a	Basic Industries	Containers/Packaging
YIN	Yintech Investment Holdings Limited	4.53	72794721.75	16069475	Finance	Investment Bankers/Brokers/Service
YMAB	"Y-mAbs Therapeutics, Inc."	23.28	796028544.5	n/a	Health Care	Major Pharmaceuticals
YOGA	"YogaWorks, Inc."	0.3687	6191241.74	n/a	n/a	n/a
YGYI	"Youngevity International, Inc."	4.72	136363967.1	n/a	Consumer Services	Catalog/Specialty Distribution
YRCW	"YRC Worldwide, Inc."	3.35	115817107.9	n/a	Transportation	Trucking Freight/Courier Services
YJ	Yunji Inc.	10.62	143370000	13500000	Consumer Services	Other Specialty Stores
YY	YY Inc.	64.34	3237103226	50312453	Technology	EDP Services
ZFGN	"Zafgen, Inc."	0.982	36655010.89	n/a	Health Care	Major Pharmaceuticals
ZAGG	ZAGG Inc	6.42	186609658.5	n/a	Consumer Services	Other Specialty Stores
ZLAB	Zai Lab Limited	35.01	753988348.7	21536371	Health Care	Major Pharmaceuticals
ZEAL	Zealand Pharma A/S	21.31	66050536.79	3099509	Health Care	Major Pharmaceuticals
ZBRA	Zebra Technologies Corporation	189.65	10236702206	n/a	Technology	Industrial Machinery/Components
Z	"Zillow Group, Inc."	49.19	10092269111	n/a	Miscellaneous	Business Services
ZG	"Zillow Group, Inc."	48.94	10040976831	n/a	Miscellaneous	Business Services
ZN	Zion Oil 	0.332	24230124.6	n/a	Energy	Oil & Gas Production
ZNWAA	Zion Oil 	n/a	0	n/a	Energy	Oil & Gas Production
ZION	Zions Bancorporation N.A.	45.16	7990384600	n/a	Finance	Major Banks
ZIONW	Zions Bancorporation N.A.	12.55	0	n/a	Finance	Major Banks
ZIOP	ZIOPHARM Oncology Inc	6.19	1005221918	n/a	Health Care	Major Pharmaceuticals
ZIXI	Zix Corporation	8.92	495481907.1	n/a	Technology	EDP Services
ZKIN	"ZK International Group Co., Ltd"	1.3	21525448.1	n/a	Capital Goods	Metal Fabrications
ZGNX	"Zogenix, Inc."	48.46	2056943821	n/a	Health Care	Major Pharmaceuticals
ZM	"Zoom Video Communications, Inc."	102.2	27844644580	n/a	Technology	"Computer Software: Programming, Data Processing"
ZSAN	Zosano Pharma Corporation	2.83	50156200.37	n/a	Health Care	Major Pharmaceuticals
ZVO	Zovio Inc.	3.84	116034700.8	n/a	Consumer Services	Other Consumer Services
ZS	"Zscaler, Inc."	88.21	11084638669	n/a	Technology	EDP Services
ZUMZ	Zumiez Inc.	25.98	668748270.2	n/a	Consumer Services	Clothing/Shoe/Accessory Stores
ZYNE	"Zynerba Pharmaceuticals, Inc."	11.31	238358204.8	n/a	Health Care	Major Pharmaceuticals
ZYXI	"Zynex, Inc."	8.1	261184686.3	n/a	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
ZNGA	Zynga Inc.	6.46	6041926772	n/a	Technology	EDP Services
DDD	3D Systems Corporation	9.07	1058386019	n/a	Technology	Computer Software: Prepackaged Software
MMM	3M Company	173.98	1.00287E+11	n/a	Health Care	Medical/Dental Instruments
WBAI	500.com Limited	11.08	474376361.1	n/a	Consumer Services	Services-Misc. Amusement & Recreation
WUBA	58.com Inc.	59.1	8780636228	n/a	Technology	"Computer Software: Programming, Data Processing"
EGHT	8x8 Inc	26.27	2603274670	n/a	Technology	EDP Services
AHC	A.H. Belo Corporation	3.65	78524249.45	n/a	Consumer Services	Newspapers/Magazines
AOS	A.O Smith Corporation	44.88	7503778875	n/a	Consumer Durables	Consumer Electronics/Appliances
ATEN	"A10 Networks, Inc."	7.47	564991179.1	n/a	Technology	Computer Communications Equipment
AAC	"AAC Holdings, Inc."	0.9879	24995748	n/a	Health Care	Medical Specialities
AIR	AAR Corp.	42.27	1472099881	n/a	Capital Goods	Aerospace
AAN	"Aaron&#39;s,  Inc."	64.08	4336770932	n/a	Technology	Diversified Commercial Services
ABB	ABB Ltd	18.68	39825057744	n/a	Consumer Durables	Electrical Products
ABT	Abbott Laboratories	87.75	1.54807E+11	n/a	Health Care	Major Pharmaceuticals
ABBV	AbbVie Inc.	67.76	1.00174E+11	n/a	Health Care	Major Pharmaceuticals
ANF	Abercrombie & Fitch Company	18.13	1190923331	n/a	Consumer Services	Clothing/Shoe/Accessory Stores
AGD	Aberdeen Global Dynamic Dividend Fund	9.66	121228962.1	n/a	n/a	n/a
AWP	Aberdeen Global Premier Properties Fund	6.28	536361932.3	n/a	n/a	n/a
ACP	Aberdeen Income Credit Strategies Fund	12.59	164602566.5	n/a	n/a	n/a
JEQ	"Aberdeen Japan Equity Fund, Inc. "	7.17	96120245.64	n/a	n/a	n/a
AOD	Aberdeen Total Dynamic Dividend Fund	8.39	884566081.6	n/a	n/a	n/a
ABM	ABM Industries Incorporated	42.01	2787684582	n/a	Finance	Diversified Commercial Services
AKR	Acadia Realty Trust	27.71	2293524473	n/a	Consumer Services	Real Estate Investment Trusts
ACN	Accenture plc	196.93	1.25598E+11	n/a	Miscellaneous	Business Services
ACCO	Acco Brands Corporation	8.13	829983724.5	n/a	Consumer Durables	Publishing
ATV	"Acorn International, Inc."	17.45	45037752	n/a	Consumer Services	Other Specialty Stores
ATU	Actuant Corporation	22.96	1411071800	n/a	Technology	Industrial Machinery/Components
AYI	"Acuity Brands, Inc. "	135.5	5406324798	n/a	Consumer Durables	Building Products
GOLF	Acushnet Holdings Corp.	26.18	1979440007	n/a	Consumer Non-Durables	Recreational Products/Toys
ADX	"Adams Diversified Equity Fund, Inc."	16.01	1697236478	n/a	n/a	n/a
PEO	"Adams Natural Resources Fund, Inc."	16.31	481702785.7	n/a	n/a	n/a
AGRO	Adecoagro S.A.	6.89	803068766.1	n/a	Consumer Non-Durables	Farming/Seeds/Milling
ADNT	Adient plc	23.64	2212941724	n/a	Capital Goods	Auto Parts:O.E.M.
ADT	ADT Inc.	6.3	4767600342	n/a	Consumer Services	Diversified Commercial Services
ATGE	Adtalem Global Education Inc.	48.66	2753280120	n/a	Consumer Services	Other Consumer Services
AAP	Advance Auto Parts Inc	152.62	10948481099	n/a	Consumer Services	Other Specialty Stores
ADSW	"Advanced Disposal Services, Inc."	32.4	2879475318	n/a	Public Utilities	Environmental Services
WMS	"Advanced Drainage Systems, Inc."	33.53	1937438205	n/a	Capital Goods	Containers/Packaging
ASIX	AdvanSix Inc.	26.26	744824748.5	n/a	Basic Industries	Major Chemicals
AVK	Advent Convertible and Income Fund	14.99	517533062.8	n/a	n/a	n/a
ACM	AECOM	36.88	5802839418	n/a	Consumer Services	Military/Government/Technical
AEB	Aegon NV	23.89	0	n/a	Finance	Life Insurance
AEG	Aegon NV	5	10236826580	n/a	Finance	Life Insurance
AEH	Aegon NV	26.15	0	n/a	Finance	Life Insurance
AER	Aercap Holdings N.V.	50.86	7099944362	n/a	Technology	Diversified Commercial Services
HIVE	"Aerohive Networks, Inc."	4.44	254718457.7	n/a	Technology	EDP Services
AJRD	"Aerojet Rocketdyne Holdings, Inc. "	43.39	3412796149	n/a	Capital Goods	Military/Government/Technical
AMG	"Affiliated Managers Group, Inc."	90.05	4610500927	n/a	Finance	Investment Managers
MGR	"Affiliated Managers Group, Inc."	26.23	0	n/a	Finance	Investment Managers
AFL	Aflac Incorporated	53.89	40173330823	n/a	Finance	Accident &Health Insurance
MITT	"AG Mortgage Investment Trust, Inc."	16.22	530546419.3	n/a	n/a	n/a
MITT^A	"AG Mortgage Investment Trust, Inc."	25.8414	0	n/a	n/a	n/a
MITT^B	"AG Mortgage Investment Trust, Inc."	26.41	0	n/a	n/a	n/a
AGCO	AGCO Corporation	75.79	5819534468	n/a	Capital Goods	Industrial Machinery/Components
A	"Agilent Technologies, Inc."	69.5	21961537964	n/a	Capital Goods	Biotechnology: Laboratory Analytical Instruments
AEM	Agnico Eagle Mines Limited	53.75	12678446370	n/a	Basic Industries	Precious Metals
ADC	Agree Realty Corporation	67.23	2821456402	n/a	Consumer Services	Real Estate Investment Trusts
AL	Air Lease Corporation	42.14	4682519642	n/a	Technology	Diversified Commercial Services
AL^A	Air Lease Corporation	26.74	0	n/a	n/a	n/a
APD	"Air Products and Chemicals, Inc."	230.55	50751561939	n/a	Basic Industries	Major Chemicals
AYR	Aircastle Limited	21.15	1588632294	n/a	Technology	Diversified Commercial Services
AKS	AK Steel Holding Corporation	2.48	784533375.4	n/a	Basic Industries	Steel/Iron Ore
ALP^Q	Alabama Power Company	26.58	0	n/a	n/a	n/a
ALG	"Alamo Group, Inc."	99.4	1168146216	n/a	Capital Goods	Industrial Machinery/Components
AGI	Alamos Gold Inc.	6.63	2586264710	n/a	Basic Industries	Precious Metals
ALK	"Alaska Air Group, Inc."	64.92	8012944462	n/a	Transportation	Air Freight/Delivery Services
AIN	Albany International Corporation	79.04	2552523293	n/a	Basic Industries	Textiles
ALB	Albemarle Corporation	74.58	7902252401	n/a	Basic Industries	Major Chemicals
AA	Alcoa Corporation	23.13	4291417704	n/a	Basic Industries	Aluminum
ALC	Alcon Inc.	59.36	29009232000	n/a	Health Care	Ophthalmic Goods
ALEX	"Alexander & Baldwin, Inc."	23.45	1691583338	n/a	Consumer Services	Real Estate Investment Trusts
ALX	"Alexander&#39;s, Inc."	375.5	1917787395	n/a	Consumer Services	Real Estate Investment Trusts
ARE	"Alexandria Real Estate Equities, Inc."	143.46	16923835466	n/a	Consumer Services	Real Estate Investment Trusts
ARE^D	"Alexandria Real Estate Equities, Inc."	38.3101	0	n/a	n/a	n/a
AQN	Algonquin Power & Utilities Corp.	12.51	6136264412	n/a	Public Utilities	Electric Utilities: Central
AQNA	Algonquin Power & Utilities Corp.	27.25	0	n/a	Public Utilities	Electric Utilities: Central
AQNB	Algonquin Power & Utilities Corp.	26.63	0	n/a	Public Utilities	Electric Utilities: Central
BABA	Alibaba Group Holding Limited	178.74	4.65362E+11	n/a	Miscellaneous	Business Services
Y	Alleghany Corporation	703.97	10166992393	n/a	Finance	Property-Casualty Insurers
ATI	Allegheny Technologies Incorporated	22.87	2882417706	n/a	Basic Industries	Steel/Iron Ore
ALLE	Allegion plc	105.26	9888725014	n/a	Consumer Services	Diversified Commercial Services
AGN	Allergan plc.	160.98	52773091905	n/a	Health Care	Major Pharmaceuticals
ALE	"Allete, Inc."	86.59	4470158701	n/a	Public Utilities	Power Generation
ADS	Alliance Data Systems Corporation	158.87	8321783133	n/a	Miscellaneous	Business Services
AFB	Alliance National Municipal Income Fund Inc	13.53	388918984.1	n/a	n/a	n/a
AWF	Alliance World Dollar Government Fund II	11.98	1033031530	n/a	n/a	n/a
AB	AllianceBernstein Holding L.P.	29.74	2825133575	n/a	Finance	Investment Managers
CBH	AllianzGI Convertible & Income 2024 Target Term Fund	9.32	170155351.8	n/a	n/a	n/a
NCV	AllianzGI Convertible & Income Fund	5.87	527988056.5	n/a	n/a	n/a
NCV^A	AllianzGI Convertible & Income Fund	26.01	0	n/a	n/a	n/a
NCZ	AllianzGI Convertible & Income Fund II	5.12	388476641.3	n/a	n/a	n/a
NCZ^A	AllianzGI Convertible & Income Fund II	25.54	0	n/a	n/a	n/a
ACV	AllianzGI Diversified Income & Convertible Fund	23.72	245011612.7	n/a	n/a	n/a
NIE	AllianzGI Equity & Convertible Income Fund	22.44	621789174.6	n/a	n/a	n/a
NFJ	"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund"	12.51	1185967778	n/a	Finance	Finance: Consumer Services
ALSN	"Allison Transmission Holdings, Inc."	46.28	5567648387	n/a	Capital Goods	Auto Parts:O.E.M.
ALL	Allstate Corporation (The)	102.93	34286685703	n/a	Finance	Property-Casualty Insurers
ALL^A	Allstate Corporation (The)	25.72	0	n/a	n/a	n/a
ALL^B	Allstate Corporation (The)	26.51	0	n/a	n/a	n/a
ALL^D	Allstate Corporation (The)	26.4	0	n/a	n/a	n/a
ALL^E	Allstate Corporation (The)	25.57	0	n/a	n/a	n/a
ALL^F	Allstate Corporation (The)	25.7	0	n/a	n/a	n/a
ALL^G	Allstate Corporation (The)	26.67	0	n/a	n/a	n/a
ALLY	Ally Financial Inc.	33.73	13248300750	n/a	Finance	Major Banks
ALLY^A	Ally Financial Inc.	26.54	0	n/a	n/a	n/a
AYX	"Alteryx, Inc."	121.52	7600046240	n/a	Technology	Computer Software: Prepackaged Software
ATUS	"Altice USA, Inc."	26.42	17834331781	n/a	Consumer Services	Television Services
MO	Altria Group	49.86	93284064369	n/a	Consumer Non-Durables	Farming/Seeds/Milling
ACH	Aluminum Corporation of China Limited	8.29	5644718350	n/a	Basic Industries	Aluminum
ABEV	Ambev S.A.	5.24	82410588941	n/a	Consumer Non-Durables	Beverages (Production/Distribution)
AMC	"AMC Entertainment Holdings, Inc."	11.25	1168234875	n/a	Consumer Services	Movies/Entertainment
AMCR	Amcor plc	10.96	17793884449	n/a	Consumer Durables	Miscellaneous manufacturing industries
AEE	Ameren Corporation	76.59	18810286178	n/a	Public Utilities	Power Generation
AMRC	"Ameresco, Inc."	14.3	693166903	n/a	Basic Industries	Engineering & Construction
AMOV	"America Movil, S.A.B. de C.V."	14.0401	46344214818	n/a	Public Utilities	Telecommunications Equipment
AMX	"America Movil, S.A.B. de C.V."	14.17	46772994777	n/a	Public Utilities	Telecommunications Equipment
AAT	"American Assets Trust, Inc."	46.94	2766234095	n/a	Consumer Services	Real Estate Investment Trusts
AXL	"American Axle & Manufacturing Holdings, Inc."	12.52	1408152407	n/a	Capital Goods	Auto Parts:O.E.M.
ACC	American Campus Communities Inc	46.74	6415538056	n/a	Consumer Services	Real Estate Investment Trusts
AEO	"American Eagle Outfitters, Inc."	17.53	3019088981	n/a	Consumer Services	Clothing/Shoe/Accessory Stores
AEP	"American Electric Power Company, Inc."	88.95	43891090394	n/a	Public Utilities	Electric Utilities: Central
AEP^B	"American Electric Power Company, Inc."	55.21	0	n/a	n/a	n/a
AEL	American Equity Investment Life Holding Company	26.2	2381065484	n/a	Finance	Life Insurance
AXP	American Express Company	126.78	1.05186E+11	n/a	Finance	Finance: Consumer Services
AFG	"American Financial Group, Inc."	103.67	9297898460	n/a	Finance	Property-Casualty Insurers
